"","id","values","ID","Functional","Treatmentb","STREETNAME","PlanActivi","From1","BeginningS","EndingStat","PavementWi","Length","To1","NPR","OCI","ExtendedCo","Route_ID","Inspection"
"114","114",3,"345","RT - Residential Local","SI","LINCOLN AVE","(SI) 2"" Mill & Overlay Local w/ramps","MT VERNON ST",0,519,19.5,519,"LINCOLN ST",58.54,39.75,93131.09,345,"2012/10/05"
"115","115",4,"140","RT - Residential Local","SI","CROCKER ST","(SI) 2"" Mill & Overlay Local w/ramps","HIGHLAND AVE",0,575,26.5,575,"CROWN ST",58.24,40.72,140219.23,140,"2012/06/25"
"116","116",8,"176","RT - Residential Local","RM","EDGAR AVE","(RM) Crack Seal","MAIN ST",0,905,33,905,"MEACHAM ST",48.38,72.76,5010.68,176,"2012/10/03"
"117","117",3,"180","RT - Residential Local","PM","ELECTRIC AVE","(PM) Pavement Patching","MASON ST",0,1413,26.5,1413,"CURTIS ST",50.81,64.88,83001.97,180,"2014/11/12"
"118","118",7,"114","RT - Residential Local","SI","CLARENDON AVE","(SI) 2"" Mill & Overlay Local w/ramps","BROADWAY (E)",0,1250,26.5,1250,"CAMBRIDGE TOWNLINE",57.96,41.64,304823.98,114,"2014/11/25"
"119","119",5,"121","RT - Residential Local","BR","COLUMBIA ST","(BR) Recon/Reclaim Local w/ramps","CAMBRIDGE TOWNLINE",0,848,27,848,"WEBSTER AVE",65.94,15.71,383508,121,"2012/09/12"
"120","120",5,"375","RT - Residential Local","RM","MARSHALL ST","(RM) Crack Seal","BROADWAY (E)",0,1697,24,1697,"PEARL ST",44.7,84.72,6833.25,375,"2012/09/24"
"121","121",2,"380.1","RT - Residential Local","SI","MEAD ST","(SI) 2"" Mill & Overlay Local w/ramps","95' BEYOND CAMERON AVE",95,446,26,351,"MOORE ST",57.96,41.64,83979.48,380,"2014/11/04"
"122","122",6,"406","RT - Residential Local","SI","MOUNT PLEASANT ST","(SI) 2"" Mill & Overlay Local w/ramps","BROADWAY (E)",0,716,23,716,"DEAD END",58.04,41.38,151542.38,406,"2012/09/13"
"123","123",7,"41.05","AR - Arterial","SI","BEACON ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","BUCKINGHAM ST",856,1655,44.5,799,"230' S OF WASHINGTON ST",76.42,36.64,388107.93,41,"2012/11/05"
"124","124",3,"19","RT - Residential Local","SI","AMES ST","(SI) 2"" Mill & Overlay Local w/ramps","ROBINSON ST",0,560,26,560,"BARTLETT ST",57.58,42.88,133984.54,19,"2012/10/02"
"125","125",8,"195","RT - Residential Local","SI","EVERGREEN AVE","(SI) 2"" Mill & Overlay Local w/ramps","MARSHALL ST",0,1358,26,1358,"SYCAMORE ST",57.43,43.36,324911.97,195,"2012/09/28"
"126","126",3,"253","RT - Residential Local","DN","HAMILTON RD","Do Nothing","NORTH ST",0,601,26,601,"RUSSELL RD",42.2,92.84,0,253,"2014/11/18"
"127","127",1,"258","RT - Residential Local","PM","HANSON ST","(PM) Pavement Patching","PROPERZI WAY",0,851,23,851,"WASHINGTON ST",52.21,60.32,43386.86,258,"2012/09/25"
"128","128",6,"100","RT - Residential Local","PM","CENTURY ST","(PM) Pavement Patching","MEACHAM ST",0,430,26.5,430,"DEAD END",51.6,62.3,25258.89,100,"2012/10/03"
"129","129",9,"285","RT - Residential Local","RM","HINCKLEY ST","(RM) Crack Seal","BROADWAY (E)",0,1117,20,1117,"DEAD END",46.18,79.9,3748.15,285,"2012/10/18"
"130","130",7,"291","RT - Residential Local","RM","HOOKER AVE","(RM) Crack Seal","VICTORIA ST",0,730,26,730,"DEAD END",49.72,68.42,3184.42,291,"2014/11/12"
"131","131",10,"327","RE - Residential Dead End","RM","KNOWLTON ST","(RM) Crack Seal","TUFTS ST",0,461,26.5,461,"NORTHEASTERLY",34.18,76.4,2049.66,327,"2012/09/19"
"132","132",4,"333","RT - Residential Local","SI","LAUREL ST","(SI) 2"" Mill & Overlay Local w/ramps","SOMERVILLE AVE",0,1040,26.5,1040,"SUMMER ST",58.66,39.35,253613.06,333,"2012/09/25"
"133","133",7,"162","RT - Residential Local","SI","DICKINSON ST","(SI) 2"" Mill & Overlay Local w/ramps","SPRINGFIELD ST",0,795,26.5,795,"CAMBRIDGE TOWNLINE",60.14,34.56,193867.54,162,"2012/09/25"
"134","134",6,"17","RT - Residential Local","RM","ALPINE ST","(RM) Crack Seal","CEDAR ST",0,1406,23,1406,"LOWELL ST",46.08,80.25,5425.6,17,"2012/09/14"
"135","135",5,"101","RT - Residential Local","SI","CHANDLER ST","(SI) 2"" Mill & Overlay Local w/ramps","PARK AVE",0,1294,26.5,1294,"BROADWAY (E)",57.74,42.34,315553.31,101,"2014/11/12"
"136","136",8,"109","RT - Residential Local","DN","CHESTER ST","Do Nothing","CAMBRIDGE TOWNLINE",0,913,26,913,"ELM ST",40.01,99.97,0,109,"2014/11/19"
"137","137",6,"362","CO - Collector","SI","LOWELL ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","SOMERVILLE AVE",0,2355,24,2355,"HUDSON ST",70.11,39.64,616947.2,362,"2012/07/02"
"138","138",1,"368","RT - Residential Local","SI","MALLET ST","(SI) 2"" Mill & Overlay Local w/ramps","WILLOW AVE",0,700,26,700,"LIBERTY AVE",56.84,45.28,167480.26,368,"2014/11/12"
"139","139",9,"396","RT - Residential Local","RM","MONTROSE ST","(RM) Crack Seal","SCHOOL ST",0,929,26,929,"SYCAMORE ST",48.66,71.85,4052.51,396,"2012/09/27"
"140","140",10,"400","CO - Collector","RM","MORRISON AVE","(RM) Crack Seal","CEDAR ST",0,1437,33,1437,"WILLOW AVE",55.25,87.94,7956.19,400,"2014/10/24"
"141","141",2,"183","RT - Residential Local","PM","ELLSWORTH ST","(PM) Pavement Patching","RUSH ST",0,272,26,272,"CROSS ST",54.65,52.4,15676.31,183,"2012/10/03"
"142","142",5,"219","RT - Residential Local","SI","FRANKLIN AVE","(SI) 2"" Mill & Overlay Local w/ramps","WASHINGTON ST",0,629,14,629,"FRANKLIN ST",59.35,37.1,81034.4,219,"2012/09/13"
"143","143",6,"224","RT - Residential Local","PM","GARFIELD AVE","(PM) Pavement Patching","BROADWAY (W)",0,500,26.5,500,"BLAKELEY AVE",55.43,49.84,29370.79,224,"2012/09/13"
"144","144",9,"24","RT - Residential Local","DN","ASH AVE","Do Nothing","MEACHAM ST",0,550,26.5,550,"EAST ALBION ST",43.04,90.12,0,24,"2012/10/03"
"145","145",6,"246","RT - Residential Local","RM","GREENVILLE ST","(RM) Crack Seal","MEDFORD ST",0,747,26.5,747,"MUNROE ST",45.03,83.65,3321.25,246,"2012/09/12"
"146","146",3,"277.02","CO - Collector","SI","HIGHLAND AVE","(SI) 3"" Mill & Overlay Art/Col w/ramps","CENTRAL ST",3404,4791,39.5,1387,"LOWELL ST",70.22,41.78,598025.19,277,"2012/11/05"
"147","147",6,"279","RT - Residential Local","BR","HIGHSCHOOL ENTRANCE","(BR) Recon/Reclaim Local w/ramps","HIGHLAND AVE (E)",0,722,22,722,"HIGHLAND AVE (W)",65.7,16.48,266057.17,279,"2012/11/05"
"148","148",5,"314","RT - Residential Local","PM","JOSEPH ST","(PM) Pavement Patching","NEWTON ST",0,505,26.5,505,"LINCOLN PKWY",55.09,50.96,29664.45,314,"2012/09/14"
"149","149",2,"320","RT - Residential Local","PM","KENWOOD ST","(PM) Pavement Patching","BILLINGHAM ST",0,375,26.5,375,"COLLEGE AVE",55.56,49.44,22028.19,320,"2014/11/12"
"150","150",5,"357","RT - Residential Local","SI","LORING ST","(SI) 2"" Mill & Overlay Local w/ramps","SOMERVILLE AVE",0,470,26,470,"OSGOOD ST",56.84,45.28,112451.34,357,"2012/09/28"
"151","151",9,"152","RT - Residential Local","SI","DANE AVE","(SI) 2"" Mill & Overlay Local w/ramps","DANE ST",0,608,20,608,"LELAND ST",62.73,26.12,111898.93,152,"2012/06/26"
"152","152",8,"158","RT - Residential Local","SI","DEARBORN RD","(SI) 2"" Mill & Overlay Local w/ramps","MEDFORD TOWNLINE",0,547,33.5,547,"COLLEGE AVE",63.78,22.7,168626.49,158,"2014/11/19"
"153","153",6,"1001","CO - Collector","PM","BROADWAY","(PM) Pavement Patching","ARLINGTON TOWNLINE",0,2518,43,2518,"WESTMINSTER ST",62.1,68.16,240007.28,1001,"2014/11/26"
"154","154",1,"1001.3","CO - Collector","SI","BROADWAY","(SI) 3"" Mill & Overlay Art/Col w/ramps","WILSON AV",7622,8392,60.5,770,"CHARLES E RYAN RD",70.57,40.64,508501.05,1001,"2012/10/19"
"155","155",1,"133","RT - Residential Local","SI","COTTAGE AVE","(SI) 2"" Mill & Overlay Local w/ramps","RUSSELL ST",0,591,26.5,591,"CHESTER ST",58.57,39.65,144120.88,133,"2014/10/27"
"156","156",6,"382","RT - Residential Local","RM","MELVILLE RD","(RM) Crack Seal","TEN HILLS RD",0,324,27,324,"SHORE DRIVE",46.79,77.92,1467.72,382,"2012/10/04"
"157","157",3,"389","RT - Residential Local","PM","MILTON ST","(PM) Pavement Patching","CAMBRIDGE TOWNLINE",0,241,26.5,241,"ORCHARD ST",51.62,62.24,14156.72,389,"2014/11/25"
"158","158",5,"420","RE - Residential Dead End","PM","NASHUA ST","(PM) Pavement Patching","RICHARDSON ST",0,640,23,640,"DEAD END",43.31,46.74,32629.42,420,"2012/10/03"
"159","159",7,"209","RE - Residential Dead End","DN","FLINT ST","Do Nothing","FRANKLIN ST",0,1721,25,1721,"DEAD END (E)",30.07,89.77,0,209,"2012/09/19"
"160","160",9,"213","RT - Residential Local","BR","FORSTER ST","(BR) Recon/Reclaim Local w/ramps","SYCAMORE ST",0,494,18,494,"CENTRAL ST",66,15.51,148941,213,"2012/09/27"
"161","161",8,"226","RT - Residential Local","DN","GEORGE ST","Do Nothing","BROADWAY (E)",0,316,20,316,"LINCOLN AVE",40.18,99.4,0,226,"2012/09/13"
"162","162",5,"233","RT - Residential Local","RM","GLENDALE AVE","(RM) Crack Seal","CAMERON AVE",0,461,26.5,461,"YORKTOWN ST",44.68,84.8,2049.66,233,"2014/11/25"
"163","163",6,"269","RT - Residential Local","RM","HAWTHORNE ST","(RM) Crack Seal","WILLOW AVE",0,854,20,854,"CUTTER AVE",48.68,71.78,2865.65,269,"2014/11/19"
"164","164",7,"272","RE - Residential Dead End","RM","HENDERSON ST","(RM) Crack Seal","RICHARDSON ST",0,583,14.5,583,"DEAD END",35.28,72.85,1418.31,272,"2012/10/03"
"165","165",3,"30","RT - Residential Local","DN","AUTUMN ST","Do Nothing","BROADWAY (E)",0,169,14,169,"LOUISBURG PL",40.19,99.39,0,30,"2012/08/30"
"166","166",6,"307","RE - Residential Dead End","SI","JACKSON RD","(SI) 2"" Mill & Overlay Local w/ramps","WALNUT ST",0,571,26.5,571,"DEAD END",45.37,40.04,139243.61,307,"2012/09/28"
"167","167",1,"343","RT - Residential Local","SI","LIBERTY AVE","(SI) 2"" Mill & Overlay Local w/ramps","BROADWAY (E)",0,1513,26.5,1513,"APPLETON ST",59.18,37.65,368958.13,343,"2014/10/27"
"168","168",5,"35","RT - Residential Local","BR","BANKS ST","(BR) Recon/Reclaim Local w/ramps","ELM ST",0,688,26,688,"SUMMER ST",66.22,14.8,299624.67,35,"2014/11/12"
"169","169",5,"139","RT - Residential Local","BR","CREST HILL RD","(BR) Recon/Reclaim Local w/ramps","TEN HILLS RD",0,295,27,295,"SHORE DR",65.93,15.73,133413.75,139,"2012/10/04"
"170","170",4,"145","RT - Residential Local","SI","CUMMINGS ST","(SI) 2"" Mill & Overlay Local w/ramps","KENSINGTON AVE",0,618,26,618,"MIDDLESEX AVE",58.18,40.9,147861.03,145,"2012/11/03"
"171","171",3,"18","RE - Residential Dead End","RM","ALSTON ST","(RM) Crack Seal","CROSS ST",0,702,26,702,"MCGRATH HWY",36.5,73.88,3062.28,18,"2012/10/08"
"172","172",6,"12","RT - Residential Local","SI","ALDERSEY ST","(SI) 2"" Mill & Overlay Local w/ramps","WALNUT ST",0,546,26.5,546,"VINAL AVE",60.36,33.84,133147.23,12,"2012/09/14"
"173","173",9,"124","RT - Residential Local","SI","CONCORD SQ","(SI) 2"" Mill & Overlay Local w/ramps","CONCORD AVE",0,148,25.5,148,"NEWTON ST",54.86,46.72,34728.91,124,"2012/10/16"
"174","174",6,"38","RT - Residential Local","PM","BAY STATE AVE","(PM) Pavement Patching","BROADWAY (E)",0,1291,26.5,1291,"FOSKET ST",56.1,47.68,75835.54,38,"2014/10/27"
"175","175",5,"381.3","CO - Collector","RM","MEDFORD ST","(RM) Crack Seal","HIGHLAND AVE",4509,6583,33,2074,"SCHOOL ST",61.49,72.66,11483.05,381,"2012/10/18"
"176","176",2,"41","AR - Arterial","SI","BEACON ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","CAMBRIDGE TOWNLINE",0,856,44.5,856,"BUCKINGHAM ST",76.42,36.64,415794.91,41,"2012/09/20"
"177","177",9,"41.3","AR - Arterial","SI","BEACON ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","75' N OF MILLER ST",4862,6117,44.5,1255,"SOMERVILLE AVE",76.42,36.64,609606.71,41,"2012/09/20"
"178","178",4,"193","RT - Residential Local","SI","EVERETT AVE","(SI) 2"" Mill & Overlay Local w/ramps","CROSS ST",0,793,26.5,793,"McGRATH HWY",61.36,30.58,193379.73,193,"2012/09/13"
"179","179",4,"20","RT - Residential Local","RM","APPLETON ST","(RM) Crack Seal","WILLOW AVE",0,698,25,698,"LIBERTY AVE",46.4,79.2,2927.72,20,"2014/10/27"
"180","180",5,"256.1","RT - Residential Local","DN","HANCOCK ST","Do Nothing","HIGHLAND AVE",1408,1842,33,434,"LEXINGTON AVE",42.28,92.6,0,256,"2014/10/27"
"181","181",1,"262","RE - Residential Dead End","BR","HAROLD ST","(BR) Recon/Reclaim Local w/ramps","DEAD END",0,518,26.5,518,"MARION ST",54.98,8.81,229926.92,262,"2012/09/25"
"182","182",7,"290","RE - Residential Dead End","RM","HOMER SQ","(RM) Crack Seal","BONNER AVE",0,220,18,220,"CUL-DE-SAC",37.15,66.75,664.4,290,"2012/09/13"
"183","183",6,"295","RT - Residential Local","RM","HOWE ST","(RM) Crack Seal","MARSHALL ST",0,492,26,492,"SCHOOL ST",49.01,70.73,2146.21,295,"2012/09/24"
"184","184",5,"330","RT - Residential Local","BR","LANGMAID AVE","(BR) Recon/Reclaim Local w/ramps","BROADWAY (W)",0,398,20,398,"HEATH ST",65.62,16.73,133329.33,330,"2012/10/04"
"185","185",9,"337","RT - Residential Local","SI","LEON ST","(SI) 2"" Mill & Overlay Local w/ramps","CONCORD AVE",0,190,26.5,190,"DICKINSON ST",61.97,28.6,46332.82,337,"2012/09/25"
"186","186",2,"166","CO - Collector","SI","DOVER ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","CAMBRIDGE TOWNLINE",0,1002,26.5,1002,"DAVIS SQ",70.19,39.38,289840.42,166,"2014/11/04"
"187","187",9,"175","RE - Residential Dead End","DN","EASTMAN RD","Do Nothing","HIGHLAND AVE",0,320,26.5,320,"DEAD END",28.52,94.82,0,175,"2014/10/24"
"188","188",8,"107","RT - Residential Local","SI","CHESTER AVE","(SI) 2"" Mill & Overlay Local w/ramps","CROSS ST",0,530,15,530,"McGRATH HWY",62.12,28.12,73157.39,107,"2012/09/24"
"189","189",7,"113","RT - Residential Local","PM","CLAREMON ST","(PM) Pavement Patching","HOLLAND ST",0,614,26.5,614,"MEAD ST",52.63,58.96,36067.41,113,"2014/11/04"
"190","190",9,"367","RT - Residential Local","DN","MAINE AVE","Do Nothing","PENNSYLVANIA AVE",0,204,25,204,"MAINE TERR",41.82,94.07,0,367,"2012/09/20"
"191","191",1,"374","RT - Residential Local","PM","MARION ST","(PM) Pavement Patching","NEWTON ST",0,1201,26.5,1201,"DIMICK ST",51.38,63.02,70548.79,374,"2012/09/14"
"192","192",10,"4","RE - Residential Dead End","BR","ACADIA PARK","(BR) Recon/Reclaim Local w/ramps","SOMERVILLE AVE",0,274,26.5,274,"DEAD END",52.28,17.58,121622.08,4,"2014/10/24"
"193","193",2,"405","RT - Residential Local","SI","MOUNTAIN AVE","(SI) 2"" Mill & Overlay Local w/ramps","PORTER ST",0,360,14.5,360,"DEAD END",58.52,39.8,48035.6,405,"2014/10/27"
"194","194",9,"181","RT - Residential Local","RM","ELLIOT ST","(RM) Crack Seal","PROPERZI WY",0,329,26,329,"PARK ST",44.22,86.28,1435.16,181,"2012/10/27"
"195","195",4,"188","RT - Residential Local","PM","ELSTON ST","(PM) Pavement Patching","ELM ST",0,454,26.5,454,"SUMMER ST",53.32,56.72,26668.76,188,"2014/10/24"
"196","196",5,"222","RT - Residential Local","SI","FREMONT ST","(SI) 2"" Mill & Overlay Local w/ramps","MAIN ST",0,1144,26.5,1144,"DEAD END",56.73,45.64,278974.2,222,"2012/09/20"
"197","197",3,"244","RT - Residential Local","SI","GREENE ST","(SI) 2"" Mill & Overlay Local w/ramps","LAUREL ST",0,536,26.5,536,"SUMMER ST",57.61,42.76,130708.18,244,"2012/09/28"
"198","198",5,"252","RT - Residential Local","BR","HALL ST","(BR) Recon/Reclaim Local w/ramps","CEDAR ST",0,499,20,499,"CHERRY ST",65.08,18.5,167165.17,252,"2014/10/27"
"199","199",3,"10","RT - Residential Local","DN","ALBION ST","Do Nothing","CENTRAL ST",0,2787,26.5,2787,"CEDAR ST",40.1,99.69,0,10,"2012/09/14"
"200","200",6,"278","RE - Residential Dead End","PM","HIGHLAND RD","(PM) Pavement Patching","DEAD END",0,1695,30.5,1695,"BOSTON AVE (S)",44.87,46.68,114596.19,278,"2014/10/24"
"201","201",4,"284","RT - Residential Local","DN","HILLSDALE RD","Do Nothing","MEDFORD TOWNLINE",0,933,26.5,933,"CONWELL AVE",43.22,89.52,0,284,"2014/11/04"
"202","202",6,"32","RT - Residential Local","PM","AVON ST","(PM) Pavement Patching","SCHOOL ST",0,1404,26.5,1404,"CENTRAL ST",55.95,48.16,82473.3,32,"2012/06/26"
"203","203",7,"326","RT - Residential Local","SI","KNAPP ST","(SI) 2"" Mill & Overlay Local w/ramps","SCHOOL ST",0,420,27,420,"GRANITE ST",57.13,44.32,104353.2,326,"2012/08/30"
"204","204",2,"157","CO - Collector","BR","DAY ST","(BR) Recon/Reclaim Collector w/ramps","CAMBRIDGE TOWNLINE",0,960,26.5,960,"ELM ST",76.15,20.02,450203.73,157,"2014/11/19"
"205","205",7,"161","RT - Residential Local","PM","DERBY ST","(PM) Pavement Patching","WHEATLAND ST",0,1087,26.5,1087,"TEMPLE ST",54.5,52.88,63852.17,161,"2012/10/04"
"206","206",5,"1001.2","CO - Collector","SI","BROADWAY","(SI) 3"" Mill & Overlay Art/Col w/ramps","JOSEPHINE AV",6595,7622,56,1027,"WILSON AV",70.95,39.4,627775.21,1001,"2012/10/19"
"207","207",8,"1002","CO - Collector","SI","WASHINGTON ST (E)","(SI) 3"" Mill & Overlay Art/Col w/ramps","WEBSTER AVE",0,3019,40.5,3019,"LINE ST",72.5,36.88,1334639.52,1002,"2012/10/17"
"208","208",2,"360","RT - Residential Local","SI","LOWDEN AVE","(SI) 2"" Mill & Overlay Local w/ramps","BROADWAY (E)",0,1301,26.5,1301,"FOSKET ST",58.52,39.8,317260.23,360,"2014/10/27"
"209","209",9,"388","RT - Residential Local","SI","MILLER ST","(SI) 2"" Mill & Overlay Local w/ramps","SACRAMENTO ST",0,518,20,518,"BEACON ST",56.95,44.92,95334.93,388,"2012/10/02"
"210","210",8,"394","RT - Residential Local","PM","MONTGOMERY AVE","(PM) Pavement Patching","BROADWAY (E)",0,315,26.5,315,"WELLINGTON AVE",52.43,59.6,18503.63,394,"2012/10/15"
"211","211",9,"212","RT - Residential Local","SI","FOREST ST","(SI) 2"" Mill & Overlay Local w/ramps","CAMBRIDGE TOWNLINE",0,148,26.5,148,"BEACON ST",63.96,22.14,36091.3,212,"2012/10/16"
"212","212",9,"217","RT - Residential Local","DN","FRANCIS ST","Do Nothing","PORTER ST",0,215,19,215,"CONWELL ST",40.21,99.33,0,217,"2012/06/15"
"213","213",7,"232","RT - Residential Local","RM","GLEN ST","(RM) Crack Seal","BROADWAY (E)",0,2422,26.5,2422,"TUFTS ST",43.72,87.92,10768.47,232,"2012/09/13"
"214","214",5,"239","RT - Residential Local","RM","GOVERNOR WINTHROP RD","(RM) Crack Seal","TEN HILLS RD",0,1568,26.5,1568,"SHORE DR",46.92,77.52,6971.5,239,"2012/09/20"
"215","215",5,"277.01","CO - Collector","SI","HIGHLAND AVE","(SI) 3"" Mill & Overlay Art/Col w/ramps","SCHOOL ST",2005,3404,39.5,1399,"CENTRAL ST",69.6,43.81,603199.49,277,"2012/11/05"
"216","216",3,"306","RT - Residential Local","DN","IVALOO ST","Do Nothing","PARK ST",0,748,26.5,748,"BEACON ST",40.18,99.41,0,306,"2012/09/25"
"217","217",7,"311","RT - Residential Local","DN","JASPER ST","Do Nothing","PEARL ST",0,329,26.5,329,"GILMAN ST",40.18,99.4,0,311,"2012/09/19"
"218","218",10,"349","RT - Residential Local","SI","LINDEN AVE","(SI) 2"" Mill & Overlay Local w/ramps","ELM ST",0,1427,30,1427,"MOUNTAIN AVE",58.09,41.22,393947.41,349,"2014/10/24"
"219","219",7,"356","RT - Residential Local","DN","ALFRED A LOMBARDI  WY","Do Nothing","BROADWAY (W)",0,421,52,421,"MYSTIC AVE",43.03,90.16,0,356,"2012/11/03"
"220","220",2,"144","RT - Residential Local","BR","CROWN ST","(BR) Recon/Reclaim Local w/ramps","LOWELL ST",0,728,19.5,728,"PORTER ST",64.64,19.91,237782.5,144,"2012/06/25"
"221","221",10,"151","RT - Residential Local","PM","DANA ST","(PM) Pavement Patching","PEARL ST",0,787,26.5,787,"BONAIR ST (W)",54.47,52.96,46229.74,151,"2012/09/24"
"222","222",5,"1000","RT - Residential Local","RM","CLIFTON ST","(RM) Crack Seal","APPLETON ST",0,218,26,218,"MORRISON AVE",46.65,78.4,950.97,1000,"2014/11/18"
"223","223",3,"123.1","CO - Collector","PM","CONCORD AVE","(PM) Pavement Patching","SPRINGFIELD ST",1049,2034,23.5,985,"BEACON ST",68.82,48.85,51310.2,123,"2012/10/16"
"224","224",8,"131","RT - Residential Local","SI","COONEY ST","(SI) 2"" Mill & Overlay Local w/ramps","BEACON ST",0,294,20,294,"CAMBRIDGE TOWNLINE",58.8,38.9,54108.79,131,"2012/09/25"
"225","225",8,"381.2","CO - Collector","PM","MEDFORD ST","(PM) Pavement Patching","SOMERVILLE AVE",1626,4509,28,2883,"HIGHLAND AVE",63.12,67.35,178938.13,381,"2012/10/18"
"226","226",7,"381.5","CO - Collector","DN","MEDFORD ST","Do Nothing","115' N OF GLENWOOD RD",9081,10243,38.5,1162,"MEDFORD TOWNLINE",53.53,98.52,0,381,"2012/10/17"
